Operation Name,Total Floor Area,,Avg hrs/wk,Electricity,,Natural Gas,,"GHG Emissions
(Kg)"
Station #13,2756,Square feet,168,27234.78901,kWh,9557.875001,Cubic meter,"19,263"
Station #14,4252,Square feet,168,63667.51337,kWh,6282.605113,Cubic meter,"14,675"
Station #18,1345,Square feet,168,56032.37432,kWh,18169.41391,Cubic meter,"36,806"
Station #21,2799,Square feet,168,40169.54857,kWh,10052.17647,Cubic meter,"20,766"
Station #22,2583,Square feet,168,40509.78436,kWh,6274.730839,Cubic meter,"13,642"
Station #24,2659,Square feet,168,24346.17568,kWh,6880.519286,Cubic meter,"14,075"
Rouge Water Tank & Valve House,2142,Square feet,168,392972.024,kWh,0,Cubic meter,"17,291"
Rouge Water Tank & Valve House,2142,Square feet,168,392972.024,kWh,0,Cubic meter,"17,291"
Station #28,1905,Square feet,168,41571.92257,kWh,10574.6737,Cubic meter,"21,815"
Station #30 & Garage & Office,16380,Square feet,168,209313.6619,kWh,51683.01588,Cubic meter,"106,891"
Station #31,2831,Square feet,168,44090.52419,kWh,7533.588236,Cubic meter,"16,178"
Station #32,3218,Square feet,168,23264.49031,kWh,4698.898823,Cubic meter,"9,905"
Station #33,3132,Square feet,168,30966.83221,kWh,6387.911766,Cubic meter,"13,436"
Station #34,13939,Square feet,168,51469.46305,kWh,35723.4555,Cubic meter,"69,782"
Station #37,4413,Square feet,168,47176.69669,kWh,6273.945378,Cubic meter,"13,934"
Station #38,5102,Square feet,168,86900.28533,kWh,17006.50446,Cubic meter,"35,966"
Station #39,1927,Square feet,168,39034.20449,kWh,0,Cubic meter,"1,718"
Station #40,12798,Square feet,168,163938.2138,kWh,16545.47059,Cubic meter,"38,484"
Station #41,1841,Square feet,168,87294.68369,kWh,20435.35294,Cubic meter,"42,464"
Station #42,6997,Square feet,168,148074.7745,kWh,18058.63649,Cubic meter,"40,646"
Station #45,11496,Square feet,168,68154.77757,kWh,17081.15749,Cubic meter,"35,282"
Station #46,1572,Square feet,168,19383.57913,kWh,8145.917861,Cubic meter,"16,249"
Station #47,1787,Square feet,168,38053.41548,kWh,3056.522352,Cubic meter,"7,451"
Station #52,38760,Square feet,168,733894.09,kWh,86549.58059,Cubic meter,"195,870"
Station #54,1324,Square feet,168,56768.84301,kWh,18500.51933,Cubic meter,"37,464"
Adelaide Street Office,15888,Square feet,168,216654.1089,kWh,36695.20161,Cubic meter,"78,887"
Alness Service Yard,25715,Square feet,70,172916.1939,kWh,44015.008,Cubic meter,"90,797"
Advance Traffic Management,0,Square feet,168,1073786.735,kWh,0,Cubic meter,"47,247"
Avonshire Park,0,Square feet,100,6004.02793,kWh,0,Cubic meter,264
Avonshire Parkette,0,Square feet,100,551.573741,kWh,0,Cubic meter,24
Amos Waites Park,1356,Square feet,100,51952.78127,kWh,6668.999999,Cubic meter,"14,890"
Alexander Muir Park Gardens,0,Square feet,100,33558.96979,kWh,730.039706,Cubic meter,"2,856"
Alexandra Park,22873,Square feet,100,0,kWh,31318.21033,Cubic meter,"79,025"
Bendale Acres,210327,Square feet,168,3699772.3,kWh,622190.7375,Cubic meter,"1,338,730"
Banbury C.C.,9537,Square feet,100,111525.2954,kWh,12921.80521,Cubic meter,"29,329"
Baycrest Arena,27060,Square feet,100,498890.2412,kWh,74266.082,Cubic meter,"162,314"
Bayview Arena,28417,Square feet,100,385918.2731,kWh,45029.48133,Cubic meter,"102,086"
BAYVIEW RESERVOIR CARD,0,Square feet,168,37281.21102,kWh,0,Cubic meter,"1,640"
Brookbanks,7933,Square feet,70,102857.8175,kWh,24540.13989,Cubic meter,"50,907"
Cassandra Park,861,Square feet,100,196472.36,kWh,0,Cubic meter,"8,645"
Black Creek,7093,Square feet,70,54017.79447,kWh,3060.11437,Cubic meter,"8,160"
Bellevue Childcare Centre,6706,Square feet,100,54216.17747,kWh,0,Cubic meter,"2,386"
Beecroft Parking Lot,120297,Square feet,168,644735.7508,kWh,0,Cubic meter,"28,368"
Beaches,7804,Square feet,70,143824.1167,kWh,13487.13667,Cubic meter,"31,819"
Beaches R.C,14445,Square feet,100,181474.3121,kWh,0,Cubic meter,"7,985"
Beaty Parkette,0,Square feet,100,6362.50748,kWh,0,Cubic meter,280
Beaumonde Heights Park,0,Square feet,100,801.021065,kWh,0,Cubic meter,35
Bellbury A.I.R,2303,Square feet,100,31713.63556,kWh,0,Cubic meter,"1,395"
Bendale,8503,Square feet,70,102890.7098,kWh,10336.28067,Cubic meter,"24,063"
Ben Nobleman,0,Square feet,100,4799.852613,kWh,0,Cubic meter,211
Old Eglinton Yard,66155,Square feet,70,526445.2208,kWh,93592.19475,Cubic meter,"200,053"
Berner Trail C.C,10204,Square feet,100,110668.6152,kWh,23077,Cubic meter,"48,485"
Bering Yard,53798,Square feet,70,411452.5464,kWh,119993.5779,Cubic meter,"244,892"
Barbara Frum,44319,Square feet,70,882505.1039,kWh,48756.92614,Cubic meter,"130,981"
Brule Gardens Sewage Pumping Station,151,Square feet,168,10452.85826,kWh,0,Cubic meter,460
Burrows Hall Community Complex,43185,Square feet,100,903328.6166,kWh,75616,Cubic meter,"182,661"
Birchmount C.C,46166,Square feet,100,1431034.97,kWh,234321.728,Cubic meter,"505,834"
Birkdale C.C,11733,Square feet,100,233513.3223,kWh,10079.06353,Cubic meter,"29,324"
Bloor Gladstone,20627,Square feet,70,397007.84,kWh,47568.51214,Cubic meter,"107,373"
Blantyre Pool,1819,Square feet,100,41354.21226,kWh,10540,Cubic meter,"21,740"
Bluffers Park,5253,Square feet,100,3044261.68,kWh,0,Cubic meter,"133,948"
BlueGold Variation,0,Square feet,100,3281.51376,kWh,0,Cubic meter,144
Belmar Park,0,Square feet,100,53.955201,kWh,0,Cubic meter,2
Birchmount Residence,5199,Square feet,168,258372.5604,kWh,41579.19567,Cubic meter,"89,953"
Birchmount Parks Yard,15317,Square feet,70,93547.94275,kWh,27071.78399,Cubic meter,"55,282"
Birchmount Stadium,0,Square feet,100,85061.33522,kWh,0,Cubic meter,"3,743"
Bennington Heights Clubhouse,1432,Square feet,100,7841.710805,kWh,2383.844611,Cubic meter,"4,851"
Bond Park Baseball,1625,Square feet,100,577484.6928,kWh,0,Cubic meter,"25,409"
Beaches Park Wading Pool,0,Square feet,100,2.1,kWh,0,Cubic meter,0
Bayview Pumping Station,0,Square feet,168,27561.98333,kWh,536,Cubic meter,"2,226"
Baird Park W.Pool,1970,Square feet,100,19851.16469,kWh,5484.745098,Cubic meter,"11,240"
Brentwood,13616,Square feet,70,263476.79,kWh,0,Cubic meter,"11,593"
Kbs-Post S East  Parking Lot,0,Square feet,168,39541.74547,kWh,0,Cubic meter,"1,740"
Beresford Park,183,Square feet,100,14500.22446,kWh,0,Cubic meter,638
Bridlewood Park,2433,Square feet,100,28205.69118,kWh,0,Cubic meter,"1,241"
Beare Road Landfill,5942,Square feet,70,74401.33227,kWh,0,Cubic meter,"3,274"
Brimley Parks Yard,2809,Square feet,70,28477.81186,kWh,5760.528236,Cubic meter,"12,140"
Broadlands R.C & A.I.R,10667,Square feet,100,371112.8721,kWh,28870.01198,Cubic meter,"70,893"
Brookdale Park,0,Square feet,100,487.067129,kWh,0,Cubic meter,21
Beaty Ave Parkette,0,Square feet,100,2272.3494,kWh,0,Cubic meter,100
Bermondsey Transfer Station,48976,Square feet,70,1175585.37,kWh,10452.26765,Cubic meter,"71,481"
Bartonville Park,3606,Square feet,70,30348.29279,kWh,12368.10628,Cubic meter,"24,711"
Bus Shelters,0,Square feet,168,533541.3887,kWh,0,Cubic meter,"23,476"
Buttonwood Rink,0,Square feet,100,174215.6046,kWh,0,Cubic meter,"7,665"
Bestview Park,0,Square feet,100,10325.29861,kWh,0,Cubic meter,454
Kennedy Park Sewage Pumping Station,151,Square feet,168,18134.35952,kWh,0,Cubic meter,798
Jean Sibelius Square,183,Square feet,100,11673.22735,kWh,0,Cubic meter,514
Brock West Landfill,10764,Square feet,70,176923.6525,kWh,0,Cubic meter,"7,785"
Bentworth Park Yard - Bldg 1,5554,Square feet,70,21529.04705,kWh,11829.39412,Cubic meter,"23,305"
Bentworth Park Yard - Bldg 2,6330,Square feet,70,42773.23397,kWh,14205.58095,Cubic meter,"28,731"
Bayview,6340,Square feet,70,143240.9948,kWh,0,Cubic meter,"6,303"
Berczy Park,0,Square feet,100,42247.42361,kWh,0,Cubic meter,"1,859"
Caledonia Rd Serv Yard,1981,Square feet,70,50776.91937,kWh,0,Cubic meter,"2,234"
Caledonia Park Baseball,1765,Square feet,100,30558.60113,kWh,0,Cubic meter,"1,345"
Canoe Landing Park,0,Square feet,100,52063.18897,kWh,0,Cubic meter,"2,291"
Carlton Park,506,Square feet,100,7271.381708,kWh,0,Cubic meter,320
Car Park,0,Square feet,168,8658.898685,kWh,0,Cubic meter,381
Castlefield Yard,36447,Square feet,70,346571.2043,kWh,58807.49221,Cubic meter,"126,395"
Colborne Lodge,7050,Square feet,100,144613.9618,kWh,10876.20457,Cubic meter,"26,919"
Cumberland St Parkette,0,Square feet,100,101309.7008,kWh,0,Cubic meter,"4,458"
Cherry Beach Life Stn,680,Square feet,168,18549.66665,kWh,0,Cubic meter,816
Campbell Ave Playground,1453,Square feet,100,200460.0989,kWh,0,Cubic meter,"8,820"
Cliffcrest,4898,Square feet,70,81143.36377,kWh,10204.98871,Cubic meter,"22,858"
2 Civic Centre Court,46145,Square feet,70,1346079.22,kWh,10040.15588,Cubic meter,"78,203"
Consolidated Communication Ctr,132999,Square feet,70,8283295.47,kWh,246478.4241,Cubic meter,"830,309"
Colonel Danforth Park,2723,Square feet,100,7368.117346,kWh,0,Cubic meter,324
Cecil Community Ctr,5769,Square feet,100,83490.95847,kWh,0,Cubic meter,"3,674"
Cedarbrae,31506,Square feet,70,606152.37,kWh,38955.76008,Cubic meter,"100,297"
Phil White Arena,25941,Square feet,100,881718.2558,kWh,20827.90659,Cubic meter,"78,160"
Cedar Brook C.C,14951,Square feet,100,127412.6406,kWh,10537.18529,Cubic meter,"25,521"
Cedar Ridge Creative Centre,13110,Square feet,100,145580.3372,kWh,18511.04736,Cubic meter,"41,391"
Centennial R.C (Ice Galaxy),102376,Square feet,100,2534535.76,kWh,232586.2279,Cubic meter,"551,108"
Central Equipment Yard,148198,Square feet,70,1302563.94,kWh,321063.337,Cubic meter,"664,123"
Trinity Comm Rec Ctr,36909,Square feet,100,752223.5074,kWh,232911.5915,Cubic meter,"473,301"
Carefree Lodge,67490,Square feet,168,1235665.12,kWh,113740.2068,Cubic meter,"269,338"
Civic Garden Centre,36953,Square feet,100,409344.0854,kWh,48330.79583,Cubic meter,"109,356"
City Hall,780061,Square feet,70,13479940.56,kWh,0,Cubic meter,"2,384,659"
Chapley C.C / Wilmington Park,6997,Square feet,100,335026.1752,kWh,20406.512,Cubic meter,"53,309"
City Hall Eternal Flame,0,Square feet,168,0,0,4,Cubic meter,8
Chaplin Parkette,0,Square feet,100,13654.7089,kWh,0,Cubic meter,601
City Hall Nathan Phillips Sqr,3606,Square feet,100,823555.8,kWh,0,Cubic meter,"207,367"
Cresthaven Park Tennis,1916,Square feet,100,53481.91294,kWh,0,Cubic meter,"2,353"
Chelsea Avenue Playground,0,Square feet,100,22.827199,kWh,0,Cubic meter,1
Chris Tonks Arena,23638,Square feet,100,639789.034,kWh,25397.17164,Cubic meter,"76,151"
Public Health HQ,111385,Square feet,70,1767846.383,kWh,49640.34824,Cubic meter,"171,605"
Christie Pits,29536,Square feet,100,32301.89386,kWh,12120.52429,Cubic meter,"24,329"
Centre Island Buildings,11926,Square feet,100,359270.6316,kWh,0,Cubic meter,"15,808"
Centre Island Police Division,1001,Square feet,168,16943.84134,kWh,0,Cubic meter,746
Church Isabella Resident Coop,19106,Square feet,168,908.913339,kWh,0,Cubic meter,40
City Kids Childcare Centre,8460,Square feet,100,69389.77969,kWh,9991.170827,Cubic meter,"21,936"
North York Central,168014,Square feet,70,2282545.22,kWh,163266.1338,Cubic meter,"409,005"
Close Avenue Parkette,0,Square feet,100,13634.06827,kWh,0,Cubic meter,600
Clarence Square,0,Square feet,100,3489.360415,kWh,0,Cubic meter,154
Columbus Parkette,226,Square feet,100,4467.819945,kWh,0,Cubic meter,197
Clydesdale Park Tennis,2185,Square feet,100,67766.57833,kWh,0,Cubic meter,"2,982"
Craigleigh Gardens,0,Square feet,100,20289.03321,kWh,0,Cubic meter,893
Cummer Lodge,243200,Square feet,168,4712908.181,kWh,712609.6722,Cubic meter,"1,554,200"
College Park,0,Square feet,100,3635.73412,kWh,0,Cubic meter,160
Coleman Park,226,Square feet,100,3559.580471,kWh,0,Cubic meter,157
Community Centre 55,8999,Square feet,100,61873.64887,kWh,0,Cubic meter,"2,722"
Commander Park C.C,56317,Square feet,100,977953.35,kWh,47599,Cubic meter,"132,992"
Cosburn Ave Unit Haldo,0,Square feet,100,48740.57755,kWh,0,Cubic meter,"2,145"
Coronation Park,8105,Square feet,100,253507.4924,kWh,0,Cubic meter,"11,154"
Clanton Park Baseball,3025,Square feet,100,35965.60871,kWh,1.111111,Cubic meter,"1,585"
Centennial Greenhouse,29170,Square feet,168,288926.3443,kWh,223175.1124,Cubic meter,"434,514"
Cumber Sewage Pumping Station,635,Square feet,168,314196.1219,kWh,0,Cubic meter,"13,825"
Centennial Pk Svc Bldg,1023,Square feet,70,67917.91999,kWh,8831.506522,Cubic meter,"19,680"
Carr St Parkette,194,Square feet,100,2.0752,kWh,0,Cubic meter,0
College Shaw,7685,Square feet,70,81405.73048,kWh,10000.63445,Cubic meter,"22,483"
Central Services Office,18299,Square feet,70,188604.5533,kWh,22514.02961,Cubic meter,"50,850"
College Street Park,0,Square feet,100,1817.85456,kWh,0,Cubic meter,80
Cassels Ave Playground,183,Square feet,100,1363.428692,kWh,0,Cubic meter,60
Colonel Samuel Smith Park,0,Square feet,100,54199.49502,kWh,33334.37392,Cubic meter,"65,387"
Commissioners St Transfer Stn,76424,Square feet,70,781117.34,kWh,94187.15593,Cubic meter,"212,383"
Barbara Hall Park,0,Square feet,100,4544.736279,kWh,0,Cubic meter,200
Centennial,6867,Square feet,70,103043.1183,kWh,8689.068235,Cubic meter,"20,956"
Charlottetown Park,0,Square feet,100,2732.004,kWh,0,Cubic meter,120
Cawthra Playground,183,Square feet,100,148.125106,kWh,0,Cubic meter,7
Central Arena,32001,Square feet,100,1430436.2,kWh,196624.3532,Cubic meter,"434,559"
Centennial Ski Chalet,7621,Square feet,100,203439.7756,kWh,0,Cubic meter,"8,951"
Centennial Ski Hill,0,Square feet,100,321215.1587,kWh,0,Cubic meter,"14,133"
Cummer Arena,34348,Square feet,100,1425768.34,kWh,153346.0952,Cubic meter,"352,558"
Curran Hall C.C,2508,Square feet,100,37793.55859,kWh,4304.419412,Cubic meter,"9,798"
Central Water Services,32679,Square feet,70,1151106.15,kWh,25901.18768,Cubic meter,"99,602"
Castleview Wychwood Towers,294447,Square feet,168,5375163.399,kWh,355246.5867,Cubic meter,"907,923"
Danforth Coxwell,9612,Square feet,70,112600.4565,kWh,9688.392045,Cubic meter,"23,265"
Fire Services - East Command Offices,25898,Square feet,70,154522.6474,kWh,26254.88485,Cubic meter,"56,421"
David A. Balfour Park,0,Square feet,100,21032.1519,kWh,3525.868164,Cubic meter,"7,589"
Dee Avenue Lab,14994,Square feet,70,1340258.07,kWh,64931.2138,Cubic meter,"181,691"
Dallington Park 32 Glentworth,0,Square feet,100,669.156329,kWh,0,Cubic meter,29
Davenport C.C,2282,Square feet,100,3200.120231,kWh,5249.924598,Cubic meter,"10,063"
Dawes Crossing,0,Square feet,168,1015.302706,kWh,0,Cubic meter,45
David Crombie Park,0,Square feet,168,3063.878387,kWh,0,Cubic meter,135
Danforth Childcare Centre,6351,Square feet,100,136267.7174,kWh,10019.89201,Cubic meter,"24,933"
Detective Services Building,24000,Square feet,168,398071.2707,kWh,17843.63882,Cubic meter,"51,240"
Duncan Creek,0,Square feet,100,12160.89828,kWh,0,Cubic meter,535
Derrydowns Park,743,Square feet,100,7445.455812,kWh,0,Cubic meter,328
Dundas St Parkette,0,Square feet,100,2726.798476,kWh,0,Cubic meter,120
Dell Park,0,Square feet,100,2777.350019,kWh,0,Cubic meter,122
Dentonia Park Ave Unit F,0,Square feet,100,6054.652366,kWh,0,Cubic meter,266
Dufferin Grove Park,4682,Square feet,100,351144.42,kWh,16972.57882,Cubic meter,"47,529"
De Grassi St Park,0,Square feet,100,1363.3977,kWh,0,Cubic meter,60
Dieppe Park Ice Rink,3498,Square feet,100,572753.4108,kWh,10245.2245,Cubic meter,"44,565"
Dixon Rink,0,Square feet,100,13326.86519,kWh,0,Cubic meter,586
Donlands Landfill,603,Square feet,70,43966.01167,kWh,0,Cubic meter,"1,935"
Dunlace Park Tennis,646,Square feet,100,20265.23372,kWh,0,Cubic meter,892
Don Mills,21560,Square feet,70,380806.1547,kWh,36004.62676,Cubic meter,"84,804"
Dufferin Maintenance Yard,31667,Square feet,70,344701.25,kWh,21894.49447,Cubic meter,"56,547"
Dunn Avenue Parkette,0,Square feet,168,1817.954763,kWh,0,Cubic meter,80
Downsview,20021,Square feet,70,271407.377,kWh,14146.95571,Cubic meter,"38,680"
Don MilIs Arena,27857,Square feet,100,515277.7683,kWh,84690.58936,Cubic meter,"182,737"
Dovercourt B&G Club,23971,Square feet,100,238513.9106,kWh,0,Cubic meter,"10,495"
Downsview Arena,34218,Square feet,100,769281.02,kWh,75797.11471,Cubic meter,"177,105"
Deer Park,16576,Square feet,70,377683.7685,kWh,38211.69378,Cubic meter,"88,838"
Dieppe Park Baseball Clubhouse,2508,Square feet,100,5229.475999,kWh,8427.319445,Cubic meter,"16,158"
Dentonia Park Golf Course,9214,Square feet,100,72082.26478,kWh,32122.98424,Cubic meter,"63,884"
Dawes Road,6501,Square feet,70,142238.9135,kWh,0,Cubic meter,"6,259"
Driftwood C.C,25015,Square feet,100,339101.6916,kWh,51112.83074,Cubic meter,"111,524"
Disco Road Transfer Station,57049,Square feet,70,7478530.41,kWh,17092.16598,Cubic meter,"361,360"
Douglas Snow Aquatic Center,40666,Square feet,100,760185.96,kWh,209927.2357,Cubic meter,"430,211"
Dundas St Clarens Parkette,0,Square feet,100,908.954171,kWh,0,Cubic meter,40
Davenport,3606,Square feet,100,83214.28783,kWh,0,Cubic meter,"3,661"
Dentonia Park Clubhouse,3165,Square feet,100,11974.0242,kWh,6671.6658,Cubic meter,"13,136"
Dufferin Transfer Station,120663,Square feet,70,1653709.501,kWh,94410.90056,Cubic meter,"251,200"
Dufferin St Clair,11208,Square feet,70,112711.84,kWh,14056.14588,Cubic meter,"31,525"
Dufferin Reservoir,635,Square feet,168,46288.25395,kWh,0,Cubic meter,"2,037"
Dufferin King Park,0,Square feet,100,6088.045615,kWh,0,Cubic meter,268
Don Valley Brickwork,19407,Square feet,100,162134.026,kWh,21490.00122,Cubic meter,"47,750"
Davisville Childcare Centre,3595,Square feet,100,27027.11719,kWh,0,Cubic meter,"1,189"
Downsview Dell,5199,Square feet,168,140087.3579,kWh,0,Cubic meter,"6,164"
Downsview Dells,1270,Square feet,100,19529.96154,kWh,0,Cubic meter,859
Don Valley Golf Course,8245,Square feet,100,85963.31762,kWh,21724.76978,Cubic meter,"44,842"
Don Valley Parks,2906,Square feet,100,908.918539,kWh,0,Cubic meter,40
Don Valley Parkway,0,Square feet,70,2731324.735,kWh,0,Cubic meter,"120,178"
Don Valley Gc Service Bldg,3574,Square feet,100,33654.16401,kWh,10905.1707,Cubic meter,"22,092"
Davisville Park/Tennis,2777,Square feet,100,37051.16934,kWh,6988.416669,Cubic meter,"14,838"
Eatonville,12217,Square feet,70,187154.336,kWh,17067.46688,Cubic meter,"40,492"
Earl Bales C.C & Senior,21657,Square feet,100,419841.758,kWh,42150.68963,Cubic meter,"98,138"
East York Curling Club House,17868,Square feet,100,369347.8308,kWh,45534.63246,Cubic meter,"102,312"
East Scar Boys/Girls Club,13972,Square feet,100,335767.27,kWh,41695.27085,Cubic meter,"93,578"
East York Arena,30257,Square feet,100,927722.82,kWh,65905.59015,Cubic meter,"165,381"
East Service Building,60040,Square feet,70,566318.9417,kWh,51464.89754,Cubic meter,"122,187"
Eastview Neighbourhood Comm Ctr,25510,Square feet,100,335816.1301,kWh,20351.23529,Cubic meter,"53,240"
East York Community Centre,31000,Square feet,100,502601.5406,kWh,140146.0933,Cubic meter,"286,991"
Eastern Ave Yard / Office,84701,Square feet,70,1134307.42,kWh,437602.3318,Cubic meter,"876,978"
Eastern Ave Yard / Shop,9698,Square feet,70,105513.3367,kWh,13862.15272,Cubic meter,"30,842"
Elmbrook Park,3595,Square feet,70,57001.29762,kWh,3300.146177,Cubic meter,"8,745"
Eastern & Booth Blocks,236645,Square feet,70,3068724.94,kWh,397116.0372,Cubic meter,"885,573"
Earl Bales Park,10409,Square feet,100,317269.7867,kWh,0,Cubic meter,"13,960"
Earls Bales Park Flame,0,Square feet,100,0,0,15566,Cubic meter,"29,420"
Etienne Brule Park Wr,441,Square feet,100,24809.36776,kWh,0,Cubic meter,"1,092"
Earl Bales Ski Tow,0,Square feet,100,422461.5538,kWh,0,Cubic meter,"18,588"
Economic Development,0,Square feet,168,493007.8584,kWh,0,Cubic meter,"21,692"
Earlscourt Park,9515,Square feet,100,201259.2333,kWh,0,Cubic meter,"8,855"
Edwards Gardens,10021,Square feet,100,81611.67955,kWh,39673.30688,Cubic meter,"78,573"
Edithvale C.C,24725,Square feet,100,671092.27,kWh,44232.07576,Cubic meter,"113,127"
Eastern District Office,19849,Square feet,70,96831.28683,kWh,35856.49471,Cubic meter,"72,029"
East Don Parkland,1141,Square feet,100,21949.13335,kWh,0,Cubic meter,966
Eglinton Flats Service Bldg,5705,Square feet,70,80615.96118,kWh,11932.71696,Cubic meter,"26,100"
Eglinton Flats Sport Pavilions,5683,Square feet,100,568735.9405,kWh,13406.23485,Cubic meter,"50,362"
Evelyn Gregory,6200,Square feet,70,77647.70575,kWh,14198.05882,Cubic meter,"30,251"
Eglinton Ave W,0,Square feet,168,2087.910788,kWh,0,Cubic meter,92
Eglinton Ave E,0,Square feet,100,24380.22221,kWh,0,Cubic meter,"1,073"
Eglinton-Bellamy Storm Pumping Station,441,Square feet,168,35190.87369,kWh,0,Cubic meter,"1,548"
Eglinton-Venn Parkette,0,Square feet,100,25484.77276,kWh,0,Cubic meter,"1,121"
Ellesmere C.C,24402,Square feet,100,208016.5084,kWh,32193.15529,Cubic meter,"69,998"
Ellerslie Park,0,Square feet,100,4633.482872,kWh,0,Cubic meter,204
Ellesmere Yard,138069,Square feet,70,1547276.7,kWh,302896.9172,Cubic meter,"640,555"
Elmbank Community Centre,14725,Square feet,100,167004.4205,kWh,20556.72635,Cubic meter,"46,200"
East Lynn Park,0,Square feet,100,6891.631647,kWh,0,Cubic meter,303
Ellesmere Pumping Station,6243,Square feet,168,26096836.54,kWh,0,Cubic meter,"1,148,261"
Emery Works Yard,26404,Square feet,70,343615.68,kWh,84549.63604,Cubic meter,"174,918"
EMS Workshop West,1658,Square feet,168,14315.42861,kWh,4942.436014,Cubic meter,"9,971"
Etobicoke North Office,20279,Square feet,70,490051.9287,kWh,46169.19857,Cubic meter,"108,822"
East Point Park,6523,Square feet,100,153311.9086,kWh,10580.99088,Cubic meter,"26,744"
Eglinton Pumping Station,10075,Square feet,168,7026420.41,kWh,0,Cubic meter,"309,162"
Emery Parks Yard,18998,Square feet,70,191290.4727,kWh,57779.70573,Cubic meter,"117,620"
Eringate Pool (outdoor),1098,Square feet,100,32991.30337,kWh,14602,Cubic meter,"29,049"
Eglinton Square,4715,Square feet,70,80918.76104,kWh,0,Cubic meter,"3,560"
Etobicoke South Office,22497,Square feet,70,419186.2897,kWh,26680.05882,Cubic meter,"68,870"
Esther Shiner Stadium,9365,Square feet,100,404065.0075,kWh,0,Cubic meter,"17,779"
Etobicoke Animal Centre,6588,Square feet,168,135114.6432,kWh,65008.21221,Cubic meter,"128,811"
East Toronto Athletic Fieldhouse,538,Square feet,100,10358.37329,kWh,0,Cubic meter,456
Etobicoke Civic Centre,154925,Square feet,70,5039513.93,kWh,213728.13,Cubic meter,"625,685"
Etobicoke Centennial Arena,72050,Square feet,100,1921138.066,kWh,71423.66301,Cubic meter,"219,521"
Emergency Task Force,35995,Square feet,168,533414.2717,kWh,64316.40625,Cubic meter,"145,028"
Etobicoke Olympium,139995,Square feet,100,3265689.62,kWh,481437.0277,Cubic meter,"1,053,606"
E.T. Seton Park,0,Square feet,100,6592.105488,kWh,0,Cubic meter,290
East York Civic Centre,67544,Square feet,70,1600085.46,kWh,93461.28558,Cubic meter,"247,046"
East York Clubhouse,1001,Square feet,100,16716.35182,kWh,2867.7725,Cubic meter,"6,156"
Fairbank Memorial R.C.,19364,Square feet,100,345362.7988,kWh,44395.43939,Cubic meter,"99,103"
Fairmount Park C.R.C,4359,Square feet,100,11731.53909,kWh,0,Cubic meter,516
Fairfield Senior Centre,14316,Square feet,100,79924.51487,kWh,35075.14417,Cubic meter,"69,809"
Fairford Parkette,0,Square feet,100,1.981816,kWh,0,Cubic meter,0
Falstaff C.C,13853,Square feet,100,161123.3029,kWh,31168.60074,Cubic meter,"65,998"
Fairbank Park Pool,3264,Square feet,100,106922.2324,kWh,79768.87302,Cubic meter,"155,468"
Felstead Park,452,Square feet,100,3635.84746,kWh,0,Cubic meter,160
Fenside Arena,26307,Square feet,100,389061.6286,kWh,40104.82068,Cubic meter,"92,917"
Firgrove Park,0,Square feet,100,12652.04181,kWh,0,Cubic meter,557
Franklin Horner,39500,Square feet,100,276851.2674,kWh,88527.89958,Cubic meter,"179,499"
Fairhaven Pool (outdoor),1195,Square feet,100,25970.07965,kWh,22200.86586,Cubic meter,"43,102"
Fred Hamilton Playground,0,Square feet,100,7558.71854,kWh,0,Cubic meter,333
Fudger House,118995,Square feet,168,1890598.82,kWh,363512.3281,Cubic meter,"770,225"
Fire Academy,61214,Square feet,168,757183.0567,kWh,138552.6847,Cubic meter,"295,181"
Fire Training Centre,7998,Square feet,168,65130.37537,kWh,13487,Cubic meter,"28,356"
F.J. Horgan Filtration Plant,325447,Square feet,168,41881406.24,kWh,322654.71,Cubic meter,"2,452,599"
Flagstaff Pool (outdoor htd),1098,Square feet,100,22308.85467,kWh,6448.287879,Cubic meter,"13,169"
Signs & Flashing Beacons,0,Square feet,168,21098.60955,kWh,0,Cubic meter,928
Flemingdon Arena,25640,Square feet,100,540082.8561,kWh,41900.59478,Cubic meter,"102,956"
Flemingdon C.C,10000,Square feet,100,84271.56318,kWh,22202.71948,Cubic meter,"45,671"
Flemingdon RC & Pool,34348,Square feet,100,780860.8079,kWh,76957.80765,Cubic meter,"179,808"
Forest Manor Park,0,Square feet,100,405430.9398,kWh,0,Cubic meter,"17,839"
Fire Museum And Storage,3272,Square feet,168,29904.88207,kWh,15625.72902,Cubic meter,"30,848"
Forest Hill Memorial Arena,40666,Square feet,100,1194792.778,kWh,0,Cubic meter,"52,571"
Forest Hill C.C,32841,Square feet,100,639492.4,kWh,53180.33523,Cubic meter,"128,648"
Fountainhead A.I.R,1927,Square feet,100,62631.73055,kWh,5159.273018,Cubic meter,"12,507"
Family Residence,39999,Square feet,168,384456.2036,kWh,49161.87061,Cubic meter,"109,832"
Frankland C.C,3681,Square feet,100,29174.20464,kWh,0,Cubic meter,"1,284"
Frank Stollery Parkette,0,Square feet,100,4524.680074,kWh,0,Cubic meter,199
Fire Station 111,5662,Square feet,168,111152.4038,kWh,30318.77867,Cubic meter,"62,193"
Fire Station 112,7018,Square feet,168,242245.0056,kWh,28430.12664,Cubic meter,"64,392"
Fire Station 113,4833,Square feet,168,79410.00104,kWh,22234.25673,Cubic meter,"45,517"
Fire Station 114,8633,Square feet,168,203379.8496,kWh,39694.55529,Cubic meter,"83,971"
