Operation Name,Total Floor Area,,Avg hrs/wk,Electricity,,Natural Gas,,"GHG Emissions
(Kg)"
201 CLAREMONT ST,43,Square feet,100,6207.972548,kWh,0,Cubic meter,223
2053 Dufferin St,23,Square feet,168,2902.808619,kWh,0,Cubic meter,105
21 Bedford Park Ave,42,Square feet,168,4221.828274,kWh,0,Cubic meter,152
2191 Dundas St W,10,Square feet,168,1212.385967,kWh,0,Cubic meter,44
22 Glendonwynne Rd,56,Square feet,168,6575.749667,kWh,0,Cubic meter,237
23 Chester Ave,83,Square feet,168,3685.538334,kWh,0,Cubic meter,133
230 Medland St,71,Square feet,168,8419.530568,kWh,0,Cubic meter,303
242 Danforth Ave,19,Square feet,168,4309.341637,kWh,0,Cubic meter,155
2454 Bloor St W,113,Square feet,168,454.460912,kWh,0,Cubic meter,16
25 Dundas St E,265,Square feet,168,586912.1213,kWh,0,Cubic meter,"21,129"
25 Glenforest Rd,26,Square feet,168,4949.141509,kWh,0,Cubic meter,178
253 Macpherson Ave,40,Square feet,168,3352.319285,kWh,0,Cubic meter,121
26 Alvin Ave,18,Square feet,168,24302.87556,kWh,0,Cubic meter,875
2623 Eglinton Ave W,12,Square feet,168,14896.87619,kWh,5233.609697,Cubic meter,"10,479"
265 Armadale Ave,148,Square feet,168,8979.498083,kWh,0,Cubic meter,323
265 Durie St,155,Square feet,168,6565.658184,kWh,0,Cubic meter,236
268 Rhodes Ave,41,Square feet,168,2238.077187,kWh,0,Cubic meter,81
2696 Eglinton Ave W,14790,Square feet,168,28954.74024,kWh,0,Cubic meter,"1,042"
284 Milner Ave,98,Square feet,168,9247.775207,kWh,0,Cubic meter,333
29 Erindale Ave,93,Square feet,168,8701.985015,kWh,0,Cubic meter,313
3 Short St,130,Square feet,168,16142.91227,kWh,0,Cubic meter,581
301 Scott Rd,14,Square feet,168,101594.7583,kWh,0,Cubic meter,"3,657"
31 Langford Ave,27,Square feet,168,2434.377079,kWh,0,Cubic meter,88
33 Queen St E,173030,Square feet,168,480591.7518,kWh,0,Cubic meter,"17,301"
3354 Dundas St W,13,Square feet,168,6434.868285,kWh,0,Cubic meter,232
34 Hanna Ave,184,Square feet,168,20835.40288,kWh,0,Cubic meter,750
342 Prince Edward Dr,44,Square feet,168,7985.098185,kWh,0,Cubic meter,287
349 Keele St,77,Square feet,168,4565.357174,kWh,0,Cubic meter,164
35 Bellevue Ave,91,Square feet,168,18206.4878,kWh,0,Cubic meter,655
351 Lippincott St,144,Square feet,168,17569.15589,kWh,0,Cubic meter,632
363 Adelaide St W,23,Square feet,168,8454.745068,kWh,0,Cubic meter,304
37 Queen St E,645,Square feet,168,1129658.174,kWh,0,Cubic meter,"40,668"
376 Clinton St,33,Square feet,168,2443.244031,kWh,0,Cubic meter,88
3885 Yonge St Lot,139,Square feet,168,43907.55147,kWh,0,Cubic meter,"1,581"
40 Larch St,357,Square feet,168,513100.2402,kWh,0,Cubic meter,"18,472"
400 Keele St,54,Square feet,168,4266.59299,kWh,0,Cubic meter,154
405 Sherbourne St,110,Square feet,168,9289.619399,kWh,0,Cubic meter,334
433 Rogers Rd,24,Square feet,168,2775.155559,kWh,0,Cubic meter,100
44 Richmond St E,1,Square feet,168,54303.33237,kWh,0,Cubic meter,"1,955"
45 Aberdeen Ave,35,Square feet,168,3632.899394,kWh,0,Cubic meter,131
453 Spadina Rd,55,Square feet,168,4291.656155,kWh,0,Cubic meter,154
470 Windermere Ave,88,Square feet,168,6707.008778,kWh,0,Cubic meter,241
55 York St,323,Square feet,168,3635.741271,kWh,0,Cubic meter,131
550 Front St W,37,Square feet,168,36096.9211,kWh,0,Cubic meter,"1,299"
557 Palmerston Ave,58,Square feet,168,4975.286996,kWh,0,Cubic meter,179
5667 Yonge St,23,Square feet,168,6665.39463,kWh,0,Cubic meter,240
573 Gerrard St E,37,Square feet,168,8578.34443,kWh,0,Cubic meter,309
646 St Clair Ave W,19,Square feet,168,4738.932375,kWh,0,Cubic meter,171
653 Gerrard St E,25,Square feet,168,3979.455117,kWh,0,Cubic meter,143
670 Pape Ave,76,Square feet,168,5844.487938,kWh,0,Cubic meter,210
675 Manning Ave,52,Square feet,168,3274.28495,kWh,0,Cubic meter,118
68 Amroth Ave,54,Square feet,168,8668.553993,kWh,0,Cubic meter,312
68 Sheppard Ave W,34,Square feet,168,4978.197707,kWh,0,Cubic meter,179
697 Lansdowne Ave,40,Square feet,168,6306.68255,kWh,0,Cubic meter,227
7 Bartlett Ave,38,Square feet,168,3422.674369,kWh,0,Cubic meter,123
7 Jackson Ave,40,Square feet,168,7077.684416,kWh,0,Cubic meter,255
7 Monkton Ave,25,Square feet,168,3157.528564,kWh,0,Cubic meter,114
70 Dunfield Ave,460,Square feet,168,679676.4939,kWh,0,Cubic meter,"24,468"
700 St Clair Ave W,18,Square feet,168,4406.651969,kWh,0,Cubic meter,159
708 Millwood Rd,20,Square feet,168,1788.055481,kWh,0,Cubic meter,64
709 Millwood Rd,1,Square feet,168,45440.51891,kWh,0,Cubic meter,"1,636"
72 Clinton St,79,Square feet,168,216369.7574,kWh,0,Cubic meter,"7,789"
720 Pape Ave,85,Square feet,168,9665.875716,kWh,0,Cubic meter,348
737 Rhodes Ave,24,Square feet,168,2012.424714,kWh,0,Cubic meter,72
77 Gough Ave,17,Square feet,168,1700.550883,kWh,0,Cubic meter,61
789 St Clair Ave W,18,Square feet,168,4059.717293,kWh,0,Cubic meter,146
8 Carling Ave,45,Square feet,168,8512.084976,kWh,0,Cubic meter,306
800 Fleet St,132,Square feet,168,14928.81071,kWh,0,Cubic meter,537
803 Richmond St W,49,Square feet,168,3782.152614,kWh,0,Cubic meter,136
804 Carlaw Ave,47,Square feet,168,2571.106327,kWh,0,Cubic meter,93
81 Lee Ave,68,Square feet,168,6112.60647,kWh,0,Cubic meter,220
85 Bay St,350,Square feet,168,29711.3128,kWh,0,Cubic meter,"1,070"
87 Richmond St E,20,Square feet,168,5884.539999,kWh,0,Cubic meter,212
9 Bonar Pl,34,Square feet,168,9471.496859,kWh,0,Cubic meter,341
9 Emerson Ave,40,Square feet,168,4452.090892,kWh,0,Cubic meter,160
9 Madison Ave,38,Square feet,168,6831.779508,kWh,0,Cubic meter,246
9 Salem Ave,35,Square feet,168,695.240596,kWh,0,Cubic meter,25
90 Eaton Ave,30,Square feet,168,1860.218008,kWh,0,Cubic meter,67
91 Via Italia,169,Square feet,168,249270.2659,kWh,0,Cubic meter,"8,974"
912 Eglinton Ave W,28,Square feet,168,2171.713761,kWh,0,Cubic meter,78
94 Northcliffe Blvd,13,Square feet,168,4339.156812,kWh,0,Cubic meter,156
99 Cedarvale Ave,37,Square feet,168,4170.032305,kWh,0,Cubic meter,150
Beecroft Parking Lot,120297,Square feet,168,731354.7825,kWh,5155.831238,Cubic meter,"36,123"
Car Park,100,Square feet,168,8302.461959,kWh,0,Cubic meter,299
Eglinton Ave W,33,Square feet,168,1910.684691,kWh,0,Cubic meter,69
Fairbank Memorial CC,40,Square feet,168,25895.88725,kWh,0,Cubic meter,932
Kbs-Post S East  Parking Lot,173,Square feet,168,39134.84687,kWh,0,Cubic meter,"1,409"
McCaul Parking Garage,53335,Square feet,168,33968.48689,kWh,6755.02465,Cubic meter,"14,055"
Riverview Gdns Park,100,Square feet,168,23488.25461,kWh,0,Cubic meter,846
RT Commuter Lot,97,Square feet,168,50160.54614,kWh,0,Cubic meter,"1,806"
Sony Centre,173084,Square feet,100,2478110.048,kWh,0,Cubic meter,"492,880"
St Lawrence Centre,80729,Square feet,100,1737897.394,kWh,0,Cubic meter,"382,492"
Toronto Centre for the Arts,177992,Square feet,100,1755588.854,kWh,64504.58258,Cubic meter,"185,740"
#11 Police Division - NEW,62000,Square feet,168,1123908.183,kWh,35006.92386,Cubic meter,"106,963"
#12 Police Division,25780,Square feet,168,630253.5343,kWh,11738.1784,Cubic meter,"44,988"
#13 Police Division,20344,Square feet,168,496593.3227,kWh,51604.95287,Cubic meter,"115,911"
#14 Police Division - NEW,64200,Square feet,168,1405543.819,kWh,32283.11992,Cubic meter,"111,927"
#21 Police Division,7492,Square feet,168,178125.6304,kWh,16871.5208,Cubic meter,"38,463"
#22 Police Division,32270,Square feet,168,456720.0776,kWh,73215.58393,Cubic meter,"155,529"
#23 Police Division New,57264,Square feet,168,875559.3451,kWh,58691.40446,Cubic meter,"143,016"
#31 Police Division,35489,Square feet,168,603706.9606,kWh,54500.86989,Cubic meter,"125,268"
#32 Police Division,47652,Square feet,168,648699.1523,kWh,61797.09173,Cubic meter,"140,748"
#33 Police Division,27889,Square feet,168,397048.374,kWh,33165.94652,Cubic meter,"77,299"
#41 Police Division,51080,Square feet,168,663170.8386,kWh,92172.56774,Cubic meter,"198,973"
#42 Police Division,36620,Square feet,168,589568.8976,kWh,30694.52548,Cubic meter,"79,535"
#43 Police Division,55450,Square feet,168,816537.9864,kWh,75692.67015,Cubic meter,"173,188"
#51 Police Division New,56000,Square feet,168,1339355.72,kWh,132983.9831,Cubic meter,"300,845"
#52 Police Division,71677,Square feet,168,1091780.196,kWh,86172.72151,Cubic meter,"203,006"
#53 Police Division,52183,Square feet,168,693403.0654,kWh,56133.93575,Cubic meter,"131,600"
#54 Police Division,23358,Square feet,168,425516.5965,kWh,50796.12045,Cubic meter,"111,815"
#55 Police Division,23519,Square feet,168,553936.1178,kWh,13229.03868,Cubic meter,"45,073"
Centre Island Police Division,1001,Square feet,168,20571.98998,kWh,0,Cubic meter,741
Cherry Beach Life Stn,680,Square feet,168,17904.99017,kWh,0,Cubic meter,645
Detective Services Building,24000,Square feet,168,370843.0515,kWh,17692.12495,Cubic meter,"46,960"
Emergency Task Force,35995,Square feet,168,478372.5309,kWh,66303.88485,Cubic meter,"143,178"
"Forensic Service, Store & Garage",62484,Square feet,168,1522000.508,kWh,174358.2849,Cubic meter,"386,019"
Humber Bay Life Stn,1830,Square feet,168,46364.18074,kWh,0,Cubic meter,"1,669"
Intelligence Bureau,70547,Square feet,168,1465744.916,kWh,81630.05148,Cubic meter,"207,839"
Leuty Beach,1000,Square feet,168,9249.801349,kWh,0,Cubic meter,333
Police Academy,302735,Square feet,168,5429771.792,kWh,630453.3321,Cubic meter,"1,393,138"
Police Dog Service,9440,Square feet,168,146972.0021,kWh,6057.77981,Cubic meter,"16,799"
Police Garage,33024,Square feet,168,388050.245,kWh,62953.39636,Cubic meter,"133,562"
Police Headquarters,425000,Square feet,168,10091337.6,kWh,467349.7327,Cubic meter,"1,332,638"
Police Marine Hq,23035,Square feet,168,351780.7206,kWh,52486.61432,Cubic meter,"112,372"
Property Bureau,43992,Square feet,168,414020.1823,kWh,30408.03226,Cubic meter,"72,671"
Property Evidence Unit,287752,Square feet,168,3132760.765,kWh,155245.6774,Cubic meter,"407,698"
Public Order,8342,Square feet,168,49866.36025,kWh,19671.60516,Cubic meter,"39,165"
"Radio, Electronics and Telecom",18000,Square feet,168,125327.5822,kWh,517.80746,Cubic meter,"5,495"
TAVIS - OSSG,16952,Square feet,168,198617.4515,kWh,23344.16181,Cubic meter,"51,497"
Traffic Services and Garage,297988,Square feet,168,2715692.799,kWh,337923.1698,Cubic meter,"739,714"
Agincourt District,26996,Square feet,70,706581.1859,kWh,4663.351159,Cubic meter,"34,296"
Albert Campbell District,26102,Square feet,70,510268.7229,kWh,7671.299927,Cubic meter,"32,943"
Albion,32281,Square feet,70,457471.5132,kWh,25064.91116,Cubic meter,"64,085"
Amesbury Park Library,6318,Square feet,70,91479.47049,kWh,7998.782909,Cubic meter,"18,488"
Annette Street,7804,Square feet,70,169948.2446,kWh,7814.298388,Cubic meter,"20,963"
Barbara Frum,44319,Square feet,70,885688.1303,kWh,32255.929,Cubic meter,"93,161"
Bayview,6340,Square feet,70,132774.6475,kWh,0,Cubic meter,"4,780"
Beaches,7804,Square feet,70,113923.9564,kWh,10548.91614,Cubic meter,"24,141"
Bendale,8503,Square feet,70,103642.0358,kWh,9596.867879,Cubic meter,"21,962"
Black Creek,7093,Square feet,70,74422.22066,kWh,1742.793103,Cubic meter,"5,990"
Bloor Gladstone,20627,Square feet,70,349665.3513,kWh,37936.22,Cubic meter,"84,655"
Brentwood,13616,Square feet,70,254907.731,kWh,18232.27479,Cubic meter,"43,812"
Brookbanks,7933,Square feet,70,97349.55025,kWh,9152.20625,Cubic meter,"20,891"
Cedarbrae,31506,Square feet,70,500942.9682,kWh,25772.11758,Cubic meter,"66,993"
Centennial,6867,Square feet,70,113502.3991,kWh,7190.115404,Cubic meter,"17,745"
Cliffcrest,4898,Square feet,70,60860.53801,kWh,7852.063889,Cubic meter,"17,107"
College Shaw,7685,Square feet,70,77421.41176,kWh,8784.438601,Cubic meter,"19,475"
Danforth Coxwell,9612,Square feet,70,106006.3226,kWh,9829.566667,Cubic meter,"22,489"
Davenport,3606,Square feet,100,81104.79106,kWh,0,Cubic meter,"2,920"
Dawes Road,6501,Square feet,70,150839.566,kWh,0,Cubic meter,"5,430"
Deer Park,16576,Square feet,70,356160.5432,kWh,27183.79041,Cubic meter,"64,463"
Don Mills,21560,Square feet,70,359803.3803,kWh,21633.9649,Cubic meter,"54,051"
Downsview,20021,Square feet,70,183954.0288,kWh,17328.56465,Cubic meter,"39,541"
Dufferin St Clair,11208,Square feet,70,108205.9288,kWh,17816.58871,Cubic meter,"37,741"
East Service Building,60040,Square feet,70,597942.5933,kWh,70508.79917,Cubic meter,"155,471"
Eatonville,12217,Square feet,70,165504.3082,kWh,16160.35624,Cubic meter,"36,658"
Eglinton Square,4715,Square feet,70,16634.32646,kWh,0,Cubic meter,599
Elmbrook Park,3595,Square feet,70,58804.63822,kWh,2256.392727,Cubic meter,"6,403"
Evelyn Gregory,6200,Square feet,70,80490.4685,kWh,13247.89103,Cubic meter,"28,065"
Fairview Mall,64670,Square feet,70,1359297.504,kWh,56696.66422,Cubic meter,"156,641"
Fort York,13000,Square feet,70,283946.0812,kWh,0,Cubic meter,"10,222"
Gerrard Ashdale,6501,Square feet,70,59796.01264,kWh,6422.258334,Cubic meter,"14,353"
Goldhawk Park,7998,Square feet,70,306848.8359,kWh,32651.38633,Cubic meter,"73,074"
Guildwood,3014,Square feet,70,32214.04143,kWh,2151.75,Cubic meter,"5,247"
High Park Library,9494,Square feet,70,161982.2011,kWh,17193.64204,Cubic meter,"38,494"
Highland Creek,6997,Square feet,70,108307.2846,kWh,9977.376459,Cubic meter,"22,853"
Hillcrest,7470,Square feet,70,128535.0809,kWh,19272.59926,Cubic meter,"41,239"
Humber Bay,2400,Square feet,70,44271.91557,kWh,3092.556383,Cubic meter,"7,469"
Humber Summit,9042,Square feet,70,113674.6098,kWh,7251.17335,Cubic meter,"17,867"
Jane & Dundas,11603,Square feet,70,154552.6945,kWh,14783.10484,Cubic meter,"33,647"
Jane Sheppard,6997,Square feet,70,152055.3425,kWh,7383.774279,Cubic meter,"19,501"
Jones,3638,Square feet,70,55839.72365,kWh,12680.01882,Cubic meter,"26,098"
Kennedy Eglinton,7653,Square feet,70,99440.13396,kWh,33.695,Cubic meter,"3,644"
Leaside,11991,Square feet,70,172499.6726,kWh,20801.46755,Cubic meter,"45,726"
Lillian H Smith,38933,Square feet,70,1013854.831,kWh,121360.1795,Cubic meter,"267,045"
Locke,11647,Square feet,70,183567.3987,kWh,62938.44668,Cubic meter,"126,172"
Long Branch,6415,Square feet,70,70256.84661,kWh,9062.411692,Cubic meter,"19,745"
Main Street,8665,Square feet,70,75263.55934,kWh,9885.760081,Cubic meter,"21,489"
Maria A Shchuka,25475,Square feet,70,256028.0035,kWh,20604.47528,Cubic meter,"48,359"
Maryvale,4424,Square feet,70,59759.75261,kWh,4289.174688,Cubic meter,"10,299"
Mimico,17470,Square feet,70,102264.5722,kWh,23868.46467,Cubic meter,"49,024"
Morningside,6997,Square feet,70,124857.1294,kWh,7594.099545,Cubic meter,"18,921"
Mount Dennis,11345,Square feet,70,136646.5884,kWh,7406.115142,Cubic meter,"18,989"
Mount Pleasant,5834,Square feet,70,70572.88614,kWh,7519.932813,Cubic meter,"16,826"
New Toronto,9924,Square feet,70,121497.5869,kWh,9463.258003,Cubic meter,"22,351"
North York,27997,Square feet,70,1531666.727,kWh,27198.30073,Cubic meter,"106,808"
North York Central,168014,Square feet,70,1881333.814,kWh,130595.381,Cubic meter,"315,819"
Northern District,114179,Square feet,70,2686147.133,kWh,131065.5571,Cubic meter,"345,685"
Northern Elms,3035,Square feet,70,55983.21885,kWh,2206.208556,Cubic meter,"6,207"
Oakwood Village,17287,Square feet,70,153880.2304,kWh,11805.53333,Cubic meter,"27,967"
Palmerston,8493,Square feet,70,175675.459,kWh,0,Cubic meter,"6,324"
Pape Danforth,8181,Square feet,70,146080.9857,kWh,11026.86833,Cubic meter,"26,207"
Parkdale,24079,Square feet,70,280499.536,kWh,15237.66723,Cubic meter,"39,045"
Parliament,14639,Square feet,70,198495.1466,kWh,15613.85129,Cubic meter,"36,807"
Perth Dupont,3627,Square feet,70,23266.68367,kWh,4915.187684,Cubic meter,"10,175"
Pleasant View,6997,Square feet,70,88243.99589,kWh,11528.57143,Cubic meter,"25,077"
Rexdale,5091,Square feet,70,55691.77402,kWh,5211.460446,Cubic meter,"11,905"
Richview,47254,Square feet,70,584022.1719,kWh,31243.9853,Cubic meter,"80,379"
Riverdale,9655,Square feet,70,154109.297,kWh,16903.85021,Cubic meter,"37,660"
Runnymede,12034,Square feet,70,135495.8095,kWh,20324.06315,Cubic meter,"43,487"
S Walter Stewart,25847,Square feet,70,379442.2754,kWh,20820.19521,Cubic meter,"53,212"
Sanderson,12701,Square feet,70,181921.8143,kWh,24541.48531,Cubic meter,"53,170"
Scarborough Civic Centre Library,14500,Square feet,100,213966.5646,kWh,56117.03571,Cubic meter,"114,308"
Spadina Road,3950,Square feet,70,68558.81688,kWh,6533.50732,Cubic meter,"14,880"
St Clair Silverthorn,4585,Square feet,70,25841.12992,kWh,1863.873899,Cubic meter,"4,471"
St Lawrence,4833,Square feet,70,48401.37445,kWh,0,Cubic meter,"1,742"
Steeles,5005,Square feet,70,83029.91269,kWh,3663.106773,Cubic meter,"9,948"
Taylor Memorial,5005,Square feet,70,46295.59281,kWh,12680.21635,Cubic meter,"25,755"
Thorncliffe,11034,Square feet,70,197805.4707,kWh,4054.103449,Cubic meter,"14,823"
Toronto Reference Library,416025,Square feet,70,7946049.492,kWh,427687.8505,Cubic meter,"1,098,532"
Victoria Village,5382,Square feet,70,63841.8819,kWh,10529.83266,Cubic meter,"22,302"
Weston,11948,Square feet,70,150449.4476,kWh,13198.18214,Cubic meter,"30,489"
Woodside Square,9795,Square feet,70,138166.816,kWh,17117.19748,Cubic meter,"37,491"
Woodview Park,5360,Square feet,70,49701.14573,kWh,3862.962876,Cubic meter,"9,128"
Wychwood,6383,Square feet,70,166384.7183,kWh,7768.161291,Cubic meter,"20,747"
York Woods,42173,Square feet,70,751952.9191,kWh,62609.67275,Cubic meter,"146,009"
Yorkville,9052,Square feet,70,181956.2749,kWh,19866.72463,Cubic meter,"44,291"
Algonguin Island Sewage Pumping Station,75,Square feet,168,12841.6535,kWh,0,Cubic meter,462
Baby Point Sewage Pumping Station,1,Square feet,168,58624.02606,kWh,0,Cubic meter,"2,110"
Berry Rd Sewage Pumping Station,7244,Square feet,168,11878.58448,kWh,0,Cubic meter,428
Brule Gardens Sewage Pumping Station,151,Square feet,168,10469.56366,kWh,0,Cubic meter,377
Copeland Sewage PS,0,Square feet,168,39855.092,kWh,0,Cubic meter,"1,435"
Cumber Sewage Pumping Station,635,Square feet,168,346574.1388,kWh,0,Cubic meter,"12,477"
Ellis Ave Sewage Pumping Station,1,Square feet,168,4084.845259,kWh,0,Cubic meter,147
Fallingbrook Sewage Pumping Station,1,Square feet,168,20135.44744,kWh,0,Cubic meter,725
Grand River Sewage Pumping Station,1,Square feet,168,5001.080364,kWh,0,Cubic meter,180
Greyabbey Trail Sewage Pumping Station,1001,Square feet,168,44206.0445,kWh,0,Cubic meter,"1,591"
Highfield Sewage Pumping Station,1,Square feet,168,1042.759958,kWh,0,Cubic meter,38
Humber Sewage Pumping Station,1,Square feet,168,12893.48591,kWh,0,Cubic meter,464
Island Rd Sewage Pumping Station,1,Square feet,168,18280.08187,kWh,0,Cubic meter,658
Kennedy Park Sewage Pumping Station,151,Square feet,168,16744.23785,kWh,0,Cubic meter,603
Kingston Rd Sewage Pumping Station,1,Square feet,168,132637.6232,kWh,0,Cubic meter,"4,775"
Livingston Rd Sewage Pumping Station,1,Square feet,168,111764.3015,kWh,0,Cubic meter,"4,024"
Long Branch Sewage Pumping Station,3068,Square feet,168,206052.7607,kWh,0,Cubic meter,"7,418"
Lower Simcoe Pumping Station,1,Square feet,168,83475.5252,kWh,0,Cubic meter,"3,005"
Martin Grove Sewage Pumping Station,1,Square feet,168,27320.92544,kWh,0,Cubic meter,984
Midland Sewage Pumping Station,1,Square feet,168,103903.4551,kWh,0,Cubic meter,"3,741"
Military Trail Sewage Pumping Station,1,Square feet,168,4204.08899,kWh,0,Cubic meter,151
Mimico Sewage Pumping Station,4435,Square feet,168,856177.4707,kWh,0,Cubic meter,"30,822"
New Toronto Pumping Station,2067,Square feet,168,280363.9064,kWh,0,Cubic meter,"10,093"
Port Union Sewage Pumping Station,1,Square feet,168,55321.42888,kWh,0,Cubic meter,"1,992"
Redlands Sewage Pumping Station,1,Square feet,168,149757.7168,kWh,0,Cubic meter,"5,391"
Ridgevalley Sewage PS,0,Square feet,168,5532.786568,kWh,0,Cubic meter,199
Riverside Sewage Pumping Station,1,Square feet,168,2124.253255,kWh,0,Cubic meter,76
Scott Sewage Pumping Station,0,Square feet,168,292587.7125,kWh,0,Cubic meter,"10,533"
Sewells Rd Sewage Pumping Station,1,Square feet,168,58939.06224,kWh,0,Cubic meter,"2,122"
Silver Birch Ave Sewage Pumping Station,1,Square feet,168,337.742939,kWh,0,Cubic meter,12
Strachan Sewage Pumping Station,1,Square feet,168,266885.4934,kWh,5861.861176,Cubic meter,"20,744"
Swansea Sewage Pumping Station,527,Square feet,168,174149.1968,kWh,0,Cubic meter,"6,269"
Valleymede Sewage Pumping Stn,1,Square feet,168,73896.30804,kWh,0,Cubic meter,"2,660"
Ward's Island Sewage Pumping Station,1,Square feet,168,2703.323716,kWh,0,Cubic meter,97
Warren Park Sewage Pumping Station,1,Square feet,168,85521.2448,kWh,0,Cubic meter,"3,079"
West Rouge Sewage Pumping Station,3229,Square feet,168,310709.3312,kWh,0,Cubic meter,"11,186"
Western Beaches Tunnel Storm Pumping Station,1,Square feet,168,376707.4737,kWh,0,Cubic meter,"13,561"
Wirral Crt Sewage Pumping Station,1,Square feet,168,79760.57519,kWh,0,Cubic meter,"2,871"
Highland Creek Treatment Plant,255395,Square feet,168,33914086.21,kWh,6940806.275,Cubic meter,"14,406,287"
Humber Treatment Plant,224869,Square feet,168,49923547.54,kWh,2201367.071,Cubic meter,"5,979,163"
Main Treatment Plant,378438,Square feet,168,131780414.1,kWh,6802374.34,Cubic meter,"17,666,497"
North Toronto Treatment Plant,21786,Square feet,168,2622228.842,kWh,0,Cubic meter,"94,400"
Adelaide Street Office,15888,Square feet,168,182245.377,kWh,39629.04887,Cubic meter,"81,844"
Asquith Green Social Housing,6329,Square feet,168,93287.37954,kWh,8186.505682,Cubic meter,"18,910"
Assessment & Referral Ctr (129 Peter),11780,Square feet,168,246948.8,kWh,22655.86968,Cubic meter,"51,929"
Birchmount Residence,5199,Square feet,168,259878.0559,kWh,40212.87111,Cubic meter,"85,748"
Downsview Dell,5199,Square feet,168,131903.9247,kWh,0,Cubic meter,"4,749"
Family Residence,39999,Square feet,168,384172.0049,kWh,50610.7564,Cubic meter,"109,975"
Fort York Residence,25995,Square feet,168,378915.2166,kWh,78857.20897,Cubic meter,"163,445"
Greenfield Family Centre,7384,Square feet,168,66023.59663,kWh,5925.251407,Cubic meter,"13,633"
Robertson House,19795,Square feet,168,485855.8371,kWh,87017.44327,Cubic meter,"182,797"
Seaton House,97995,Square feet,168,1372373.358,kWh,457986.9064,Cubic meter,"919,439"
Women's Residence,28255,Square feet,168,490219.4231,kWh,67060.58288,Cubic meter,"145,042"
1627 Danforth Ave,62834,Square feet,100,36984.7224,kWh,603.067273,Cubic meter,"2,477"
391 Alliance Ave,34952,Square feet,100,277387.1012,kWh,0,Cubic meter,"9,986"
Alness Service Yard,25715,Square feet,70,161017.8873,kWh,39453.285,Cubic meter,"80,746"
Bartonville Park,3606,Square feet,70,29337.19487,kWh,11686.81527,Cubic meter,"23,257"
Bentworth Park Yard - Bldg 1,5554,Square feet,70,21055.70473,kWh,10505.53427,Cubic meter,"20,715"
Bentworth Park Yard - Bldg 2,6330,Square feet,70,36377.79333,kWh,14688.40212,Cubic meter,"29,213"
Bering Yard,53798,Square feet,70,507010.59,kWh,115098.92,Cubic meter,"236,905"
Birchmount Parks Yard,15317,Square feet,70,120549.346,kWh,27815.62667,Cubic meter,"57,181"
Brimley Parks Yard,2809,Square feet,70,32052.56941,kWh,4533.827859,Cubic meter,"9,767"
Caledonia Rd Serv Yard,1981,Square feet,70,64673.34919,kWh,0,Cubic meter,"2,328"
Castlefield Yard,36447,Square feet,70,325187.265,kWh,46295.98392,Cubic meter,"99,655"
Centennial Pk Svc Bldg,1023,Square feet,70,57652.00395,kWh,9731.778062,Cubic meter,"20,563"
Central Equipment Yard,148198,Square feet,70,1251225.757,kWh,329184.2641,Cubic meter,"670,392"
Central Water Services,32679,Square feet,70,1115583.166,kWh,44271.90625,Cubic meter,"124,264"
Disco Yard,131976,Square feet,70,852863.6343,kWh,176149.49,Cubic meter,"365,333"
Dufferin Maintenance Yard,31667,Square feet,70,396235.1048,kWh,28071.47617,Cubic meter,"67,592"
Eastern & Booth Blocks,236645,Square feet,70,2859284.995,kWh,390191.4299,Cubic meter,"844,177"
Eastern Ave Yard / Office,84701,Square feet,70,1069364.673,kWh,343212.7382,Cubic meter,"690,495"
Eastern Ave Yard / Shop,9698,Square feet,70,81153.11938,kWh,16931.58088,Cubic meter,"35,086"
Eglinton Flats Service Bldg,5705,Square feet,70,52787.83358,kWh,13141.06788,Cubic meter,"26,864"
Ellesmere Yard,138069,Square feet,70,1742369.857,kWh,193887.9335,Cubic meter,"431,052"
Emery Parks Yard,18998,Square feet,70,225577.5852,kWh,42198.36398,Cubic meter,"88,285"
Emery Works Yard,26404,Square feet,70,341098.4228,kWh,77131.11776,Cubic meter,"158,805"
Hamilton Street Yard,2756,Square feet,70,62536.72749,kWh,0,Cubic meter,"2,251"
Health Materials Warehouse,22604,Square feet,70,30464.73415,kWh,18288.705,Cubic meter,"35,840"
Ingram Works Yard,23907,Square feet,70,360921.8726,kWh,51622.69811,Cubic meter,"111,060"
Joel Weeks Park - Storage Bldg,183,Square feet,70,17347.66334,kWh,0,Cubic meter,625
King St Garage,83485,Square feet,70,435252.0159,kWh,168455.5597,Cubic meter,"335,682"
Kipling Maintenance Yard,27373,Square feet,70,196288.8536,kWh,45871.93548,Cubic meter,"94,209"
Kipling Yard,11001,Square feet,70,518310.0813,kWh,44575.192,Cubic meter,"103,338"
Maintenance Yard #3,4618,Square feet,70,388910.2443,kWh,11649.51515,Cubic meter,"36,131"
Maintenance Yard #6,6135,Square feet,70,118203.3974,kWh,18704.42121,Cubic meter,"39,788"
Marylin Bell Park Water Equipment Shed,700,Square feet,70,25592.41934,kWh,0,Cubic meter,921
McDairmid Woods,301,Square feet,70,44250.63125,kWh,0,Cubic meter,"1,593"
Monarch Park Serv Yard,13950,Square feet,70,93093.92728,kWh,0,Cubic meter,"3,351"
Morningside Yard,14779,Square feet,70,406027.2213,kWh,30893.17365,Cubic meter,"73,304"
Mt. Dennis Bus Garage,710493,Square feet,100,4853785.135,kWh,692755.53,Cubic meter,"1,490,757"
